ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1678890,Source2,2,2019-12-25 02:45:03,2019-12-25 03:14:37,33.174229,-87.475052,,,0.0,Accident on I-20 Eastbound near Exit 76 US-11 Skyland Blvd.,I-20 E,Tuscaloosa,Tuscaloosa,AL,35405,US,US/Central,KTCL,2019-12-25 02:53:00,49.0,49.0,83.0,29.85,10.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678891,Source2,2,2019-12-25 10:23:42,2019-12-25 11:09:32,33.165248999999996,-87.547287,,,0.0,Right lane blocked due to accident on US-11 Skyland Blvd Northbound before Old Greensboro Rd.,Skyland Blvd,Tuscaloosa,Tuscaloosa,AL,35405-3931,US,US/Central,KTCL,2019-12-25 09:53:00,84.0,84.0,34.0,29.95,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1678892,Source2,2,2019-12-25 11:22:24,2019-12-25 12:06:44,30.44714,-87.229065,,,0.0,Lane blocked due to accident on FL-295 at US-29 Palafox St.,W Fairfield Dr,Pensacola,Escambia,FL,32501,US,US/Central,KPNS,2019-12-25 10:53:00,67.0,67.0,63.0,29.94,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1678893,Source2,3,2019-12-25 18:38:06,2019-12-25 19:07:45,36.115826,-86.77379599999998,,,0.0,Lane blocked due to accident on I-440 Eastbound at Exit 5 I-65 Exit 80.,Franklin Pike,Nashville,Davidson,TN,37204,US,US/Central,KBNA,2019-12-25 18:53:00,58.0,58.0,72.0,29.42,10.0,S,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678894,Source2,3,2019-12-25 18:49:06,2019-12-25 20:11:08,36.10207,-86.765472,,,0.0,Lane blocked due to accident on I-65 Northbound at Exit 79 Armory Dr.,I-65 S,Nashville,Davidson,TN,37204,US,US/Central,KBNA,2019-12-25 18:53:00,58.0,58.0,72.0,29.42,10.0,S,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678895,Source2,3,2019-12-25 18:55:52,2019-12-25 20:21:03,36.039375,-86.782333,,,0.0,Lane blocked due to accident on I-65 Northbound at Exits 74A 74B TN-254 Old Hickory Blvd.,I-65 N,Brentwood,Davidson,TN,37027,US,US/Central,KBNA,2019-12-25 18:53:00,58.0,58.0,72.0,29.42,10.0,S,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678896,Source2,2,2019-12-25 19:01:57,2019-12-25 19:31:30,32.75322,-86.88739,,,0.0,Right hand shoulder blocked due to accident on AL-22 Eastbound at CR-310.,AL Highway 22,Maplesville,Chilton,AL,36750-3205,US,US/Central,KEET,2019-12-25 18:53:00,55.0,55.0,86.0,29.49,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678897,Source2,3,2019-12-25 19:10:13,2019-12-25 20:43:19,35.91108300000001,-87.613075,,,0.0,Right lane blocked due to accident on I-40 Eastbound after Exit 152 TN-230.,I-40 E,Mc Ewen,Hickman,TN,37101,US,US/Central,KCKV,2019-12-25 18:56:00,61.0,61.0,81.0,29.42,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678898,Source2,3,2019-12-25 22:36:59,2019-12-25 23:20:48,33.52013,-86.816963,,,0.0,Right lane blocked due to accident on I-20 Westbound at US-31.,AL-4 W,Birmingham,Jefferson,AL,35203,US,US/Central,KBHM,2019-12-25 22:53:00,57.0,57.0,64.0,29.44,10.0,E,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678899,Source2,2,2019-12-25 04:05:16,2019-12-25 05:04:14,32.19231,-86.117439,,,4.179999828338623,Right hand shoulder blocked and right lane blocked due to accident on US-231 Troy Hwy Southbound from Aqui Ln to US-82.,AL-6,Pike Road,Montgomery,AL,36064,US,US/Central,KMXF,2019-12-25 04:11:00,50.0,50.0,100.0,,7.0,NNE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678900,Source2,3,2019-12-25 13:10:14,2019-12-25 14:09:18,32.040603999999995,-86.034203,,,0.0,One lane blocked due to accident on US-231 Troy Hwy Northbound at CR-28 Meriwether Trl.,Troy Hwy,Grady,Montgomery,AL,36036,US,US/Central,KTOI,2019-12-25 12:53:00,71.0,71.0,51.0,29.64,10.0,SE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678901,Source2,2,2019-12-25 14:34:30,2019-12-25 16:06:09,34.231251,-86.49410999999998,,,0.0,Lane blocked due to accident on US-231 at Berry Rd.,US Highway 231,Blountsville,Blount,AL,35031-6738,US,US/Central,K3A1,2019-12-25 14:53:00,66.0,66.0,60.0,29.38,10.0,SSE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678902,Source2,3,2019-12-25 14:39:26,2019-12-25 16:58:00,32.068649,-86.485619,,,0.0,Lane blocked due to accident on I-65 Southbound after Exit 151 AL-97.,I-65 S,Letohatchee,Lowndes,AL,36047,US,US/Central,KMGM,2019-12-25 14:53:00,72.0,72.0,48.0,29.81,10.0,E,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678903,Source2,2,2019-12-25 17:27:08,2019-12-25 19:04:36,32.802822,-86.580803,,,0.0,Lane blocked due to accident on US-31 7th St Southbound at I-65 Exit 205.,I-65 S,Clanton,Chilton,AL,35046,US,US/Central,KEET,2019-12-25 17:53:00,58.0,58.0,81.0,29.48,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1678904,Source2,3,2019-12-25 17:38:38,2019-12-25 19:47:30,33.611805,-85.781563,,,0.0,Lane blocked due to accident on I-20 Westbound before Exit 188 US-431 Golden Springs Rd.,I-20 W,Oxford,Calhoun,AL,36203,US,US/Central,KANB,2019-12-25 17:53:00,56.0,56.0,72.0,29.45,10.0,ENE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1678905,Source2,3,2019-12-25 20:55:08,2019-12-25 22:46:59,32.655353999999996,-86.499153,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-65 Southbound at County Rd 68.,I-65 S,Deatsville,Autauga,AL,36022,US,US/Central,KMXF,2019-12-25 13:56:00,72.0,72.0,47.0,,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678906,Source2,3,2019-12-25 05:23:11,2019-12-25 06:00:00,32.479178999999995,-93.779533,,,0.0,Accident on I-20 Westbound after Exit 16A US-171 Hearne Ave.,I-20 E,Shreveport,Caddo,LA,71103,US,US/Central,KDTN,2019-12-25 05:53:00,49.0,49.0,86.0,29.78,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678907,Source2,2,2019-12-25 00:48:54,2019-12-25 02:03:32,29.721464,-95.520325,,,0.0,Accident on Westpark Dr near Fondren Rd.,Westpark Dr,Houston,Harris,TX,77063-5814,US,US/Central,KMCJ,2019-12-25 00:53:00,55.0,55.0,83.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1678908,Source2,2,2019-12-25 00:49:33,2019-12-25 01:49:20,29.64995,-95.216202,,,0.0,Accident on Edgebrook Dr near Pearl Hall Dr.,E Edgebrook Dr,Houston,Harris,TX,77034-1402,US,US/Central,KHOU,2019-12-25 00:53:00,55.0,55.0,83.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-1678909,Source2,2,2019-12-25 01:08:08,2019-12-25 02:07:52,29.636955,-95.339394,,,0.0,Accident on Martin Luther King Jr Blvd at Selinsky Rd.,Selinsky Rd,Houston,Harris,TX,77048,US,US/Central,KHOU,2019-12-25 00:53:00,55.0,55.0,83.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1678910,Source2,2,2019-12-25 01:08:35,2019-12-25 02:23:21,29.65325,-95.446587,,,0.0,Accident on Main St at Hiram Clarke Rd.,Main St,Houston,Harris,TX,77035-6304,US,US/Central,KMCJ,2019-12-25 00:53:00,55.0,55.0,83.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1678911,Source2,2,2019-12-25 01:34:12,2019-12-25 02:03:15,29.814951,-95.374031,,,0.3899999856948853,Accident on exit ramp from I-610 Northbound to I-45 Northbound.,North Loop E,Houston,Harris,TX,77022,US,US/Central,KMCJ,2019-12-25 01:53:00,54.0,54.0,83.0,29.9,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678912,Source2,2,2019-12-25 02:33:18,2019-12-25 03:17:59,29.747497999999997,-95.53846,,,0.0,Accident on Briar Forest Dr at Gessner Rd.,S Gessner Rd,Houston,Harris,TX,77063,US,US/Central,KMCJ,2019-12-25 02:53:00,51.0,51.0,92.0,29.92,7.0,W,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1678913,Source2,2,2019-12-25 03:01:30,2019-12-25 04:32:58,29.747454,-95.586594,,,0.5799999833106995,Accident on Briar Forest Dr between Bentworth Dr and Kirkwood Dr.,Briar Forest Dr,Houston,Harris,TX,77077,US,US/Central,KSGR,2019-12-25 02:53:00,49.0,49.0,97.0,29.88,3.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1678914,Source2,2,2019-12-25 03:22:04,2019-12-25 04:36:42,29.569658,-95.168884,,,0.0,Accident on FM-2351 Clear Lake City Blvd at Gulf Fwy.,I-45 S,Webster,Harris,TX,77598,US,US/Central,KEFD,2019-12-25 03:50:00,52.0,52.0,88.0,29.93,8.0,W,3.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678915,Source2,3,2019-12-25 03:20:32,2019-12-25 03:49:39,29.695673,-95.299385,,,0.0,Right and center lane blocked and right hand shoulder blocked due to accident on I-610 Eastbound at Woodridge Dr.,I-610 E,Houston,Harris,TX,77087,US,US/Central,KHOU,2019-12-25 02:53:00,51.0,51.0,92.0,29.92,7.0,W,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678916,Source2,3,2019-12-25 03:45:44,2019-12-25 05:02:53,29.676028999999996,-95.380898,,,0.0,Center lane blocked due to accident on I-610 Westbound after TX-288.,South Loop W,Houston,Harris,TX,77021,US,US/Central,KMCJ,2019-12-25 03:53:00,51.0,51.0,92.0,29.92,7.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678917,Source2,2,2019-12-25 04:14:41,2019-12-25 05:14:21,29.82515,-95.365669,,,0.0,Accident on Helmers St near Wainwright St.,Helmers St,Houston,Harris,TX,77022-4940,US,US/Central,KMCJ,2019-12-25 03:53:00,51.0,51.0,92.0,29.92,7.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-1678918,Source2,3,2019-12-25 04:28:38,2019-12-25 04:57:28,29.783894,-95.339828,,,0.0,Right hand shoulder blocked and center lane blocked due to accident on I-69 Southbound near Quitman St.,US-59 N,Houston,Harris,TX,77026,US,US/Central,KMCJ,2019-12-25 04:53:00,50.0,50.0,89.0,29.92,7.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678919,Source2,2,2019-12-25 05:01:09,2019-12-25 06:00:42,29.77606,-95.232162,,,0.0,Accident on Fleming Dr near John Ralston Rd.,Fleming Dr,Houston,Harris,TX,77013-5517,US,US/Central,KHOU,2019-12-25 05:06:00,49.0,49.0,90.0,29.91,1.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678920,Source2,2,2019-12-25 05:40:25,2019-12-25 06:55:09,29.674633,-95.560425,,,0.0,Accident on Bissonnet St near TX-8-BELTWAY Sam Houston Pkwy.,W Sam Houston Tollway S,Houston,Harris,TX,77099,US,US/Central,KSGR,2019-12-25 05:53:00,47.0,47.0,100.0,29.87,4.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678921,Source2,2,2019-12-25 05:50:22,2019-12-25 07:05:06,29.612095,-95.223015,,,0.0,Accident on Fuqua St near Sabo Rd.,Sabo Rd,Houston,Harris,TX,77089-2509,US,US/Central,KEFD,2019-12-25 05:50:00,48.0,48.0,93.0,29.92,6.0,CALM,0.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1678922,Source2,3,2019-12-25 06:50:37,2019-12-25 07:34:47,29.76536,-95.348106,,,1.149999976158142,Exit ramp from I-69 Northbound to I-10 Eastbound lane blocked due to accident.,I-69 N,Houston,Harris,TX,77003,US,US/Central,KMCJ,2019-12-25 06:53:00,50.0,50.0,89.0,29.92,5.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1678923,Source2,2,2019-12-25 07:18:37,2019-12-25 08:48:21,29.747574,-95.557854,,,0.0,Accident on TX-8-BELTWAY Sam Houston Pkwy at Briar Forest Dr.,W Sam Houston Tollway S,Houston,Harris,TX,77042,US,US/Central,KMCJ,2019-12-25 06:53:00,50.0,50.0,89.0,29.92,5.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678924,Source2,2,2019-12-25 15:03:45,2019-12-25 17:01:04,30.637472,-95.508522,,,0.0,Accident on I-45 Northbound in New Waverly.,I-45 N,Huntsville,Walker,TX,77340,US,US/Central,KUTS,2019-12-25 14:53:00,71.0,71.0,53.0,29.53,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678925,Source2,2,2019-12-25 17:16:02,2019-12-25 18:33:35,29.864527,-95.332802,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-69 Southbound at Jensen Dr.,I-69 N,Houston,Harris,TX,77093,US,US/Central,KIAH,2019-12-25 16:53:00,68.0,68.0,65.0,29.81,10.0,ESE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1678926,Source2,2,2019-12-25 18:07:05,2019-12-25 19:09:43,29.998915000000004,-95.768852,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on TX-99-TOLL Grand Pkwy Northbound at US-290.,Northwest Fwy W,Cypress,Harris,TX,77433,US,US/Central,KTME,2019-12-25 18:15:00,64.0,64.0,68.0,29.78,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1678927,Source2,2,2019-12-25 18:25:17,2019-12-25 18:54:58,29.8437,-95.473312,,,1.149999976158142,Accident on Antoine Dr both ways between Tidwell Rd and Birchmont Dr.,Antoine Dr,Houston,Harris,TX,77091-4911,US,US/Central,KMCJ,2019-12-25 18:53:00,61.0,61.0,87.0,29.92,10.0,SE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
A-1678928,Source2,2,2019-12-25 18:39:02,2019-12-25 19:08:46,29.707161,-95.500954,,,0.0,Accident on De Moss Dr at Tarnef Dr.,Tarnef Dr,Houston,Harris,TX,77074-4914,US,US/Central,KMCJ,2019-12-25 18:53:00,61.0,61.0,87.0,29.92,10.0,SE,10.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
A-1678929,Source2,3,2019-12-25 18:52:00,2019-12-25 19:51:36,29.743658,-95.363037,,,0.0,Two lane blocked and right hand shoulder blocked due to accident on I-45 Southbound at Exit 46B TX-288.,Gray St,Houston,Harris,TX,77003,US,US/Central,KMCJ,2019-12-25 18:53:00,61.0,61.0,87.0,29.92,10.0,SE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1678930,Source2,3,2019-12-25 19:12:23,2019-12-25 21:19:46,29.685923,-95.277824,,,0.0,3 Frontage Road lane blocked due to accident on I-45 Southbound at Broadway St.,Gulf Fwy,Houston,Harris,TX,77017,US,US/Central,KHOU,2019-12-25 18:53:00,61.0,61.0,87.0,29.92,10.0,SE,10.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1678931,Source2,2,2019-12-25 19:45:49,2019-12-25 22:10:40,29.612801,-95.493378,,,0.0,Right hand shoulder blocked due to accident on TX-8-BELTWAY Sam Houston Pkwy Westbound at Hillcroft Ave.,Hillcroft Ave,Houston,Harris,TX,77085,US,US/Central,KAXH,2019-12-25 19:55:00,57.0,57.0,99.0,29.92,7.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1678932,Source2,3,2019-12-25 20:26:18,2019-12-25 22:02:31,29.785009,-95.60643,,,0.0,2 Frontage Road lane blocked due to accident on I-10 Westbound at Dairy Ashford Rd.,Dairy Ashford Rd,Houston,Harris,TX,77079,US,US/Central,KSGR,2019-12-25 20:53:00,60.0,60.0,93.0,29.89,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1678933,Source2,2,2019-12-25 20:41:05,2019-12-25 21:43:50,29.814087,-95.45929,,,0.0,Accident on Sherwood Ln at Mangum Rd.,Mangum Rd,Houston,Harris,TX,77092,US,US/Central,KMCJ,2019-12-25 20:53:00,59.0,59.0,90.0,29.94,7.0,SE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1678934,Source2,3,2019-12-25 22:12:39,2019-12-25 23:33:41,29.69763,-95.288788,,,0.0,Right and center lane blocked and right hand shoulder blocked due to accident on I-45 Gulf Fwy Southbound at I-610.,I-45 N,Houston,Harris,TX,77087,US,US/Central,KHOU,2019-12-25 21:53:00,57.0,57.0,93.0,29.95,4.0,SE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678935,Source2,2,2019-12-25 22:46:18,2019-12-25 23:31:06,29.870831,-95.417374,,,0.0,Accident on Victory Dr at Lawn St.,N Victory Dr,Houston,Harris,TX,77088,US,US/Central,KIAH,2019-12-25 22:53:00,58.0,58.0,93.0,29.89,4.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678936,Source2,3,2019-12-25 07:10:53,2019-12-25 08:40:45,37.602924,-113.16153,,,0.0,Right lane blocked due to accident on I-15 Northbound at 4000.,I-15 S,Cedar City,Iron,UT,84720,US,US/Mountain,KCDC,2019-12-25 06:53:00,28.0,20.0,96.0,24.19,10.0,SSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1678937,Source2,3,2019-12-25 20:49:59,2019-12-25 21:34:35,37.48232700000001,-113.220795,,,0.0,Accident on I-15 Northbound at Exit 42 Highway 144.,I-15 S,New Harmony,Iron,UT,84757,US,US/Mountain,KCDC,2019-12-25 20:53:00,28.0,23.0,100.0,24.28,10.0,W,5.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678938,Source2,2,2019-12-25 12:25:08,2019-12-25 14:11:22,39.6604,-104.998497,,,0.0,Two lanes blocked due to accident on US-85 Santa Fe Dr Northbound at Dartmouth Ave.,W Dartmouth Ave,Englewood,Arapahoe,CO,80110,US,US/Mountain,KAPA,2019-12-25 12:53:00,54.0,54.0,21.0,23.83,10.0,WSW,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1678939,Source2,3,2019-12-25 00:38:30,2019-12-25 01:37:51,40.211411,-111.661301,,,1.950000047683716,Entry ramp to I-15 Northbound from S University Ave Southbound shoulder blocked due to accident.,I-15 N,Provo,Utah,UT,84601,US,US/Mountain,KPVU,2019-12-25 00:56:00,35.0,29.0,96.0,25.18,10.0,NW,7.0,0.0,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678940,Source2,3,2019-12-25 03:06:46,2019-12-25 04:06:10,40.233124,-111.683212,,,0.0,Right hand shoulder blocked due to accident on I-15 Southbound after UT-114 Center St.,W Center St,Provo,Utah,UT,84601,US,US/Mountain,KPVU,2019-12-25 02:56:00,32.0,26.0,96.0,25.2,1.0,SE,6.0,0.04,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678941,Source2,3,2019-12-25 15:38:00,2019-12-25 17:22:42,40.587475,-111.900688,,,0.0,HOV lane blocked due to accident on I-15 Northbound at Exit 295 UT-209 9000.,I-15 S,Sandy,Salt Lake,UT,84070,US,US/Mountain,KU42,2019-12-25 15:54:00,38.0,32.0,76.0,25.54,10.0,WSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678942,Source2,3,2019-12-25 17:00:41,2019-12-25 17:42:53,40.627884,-111.904427,,,0.0,2 left lane blocked due to accident on I-215 Southbound at Exit 12 I-15 Exits 297 298.,I-15 S,Midvale,Salt Lake,UT,84047,US,US/Mountain,KU42,2019-12-25 16:54:00,35.0,30.0,92.0,25.56,1.0,WSW,6.0,0.0,Light Snow,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-1678943,Source2,3,2019-12-25 04:24:39,2019-12-25 08:59:19,40.774963,-111.46846,,,0.0,Delays and Right lane blocked due to accident on I-80 Westbound around Promontory Ranch Rd .,I-80 E,Park City,Summit,UT,84098,US,US/Mountain,K36U,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678944,Source2,3,2019-12-25 19:08:38,2019-12-25 20:08:27,41.068565,-111.267136,,,0.0,Lane blocked due to accident on I-80 Westbound at Exit 178 Echo Canyon Rd.,I-80 E,Coalville,Summit,UT,84017,US,US/Mountain,K36U,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678945,Source2,2,2019-12-24 23:36:25,2019-12-25 00:35:49,33.445259,-111.856468,,,0.0,HOV lane blocked due to accident on AZ-202-LOOP Eastbound at Alma School Rd.,Red Mountain Fwy E,Mesa,Maricopa,AZ,85201,US,US/Mountain,KFFZ,2019-12-24 23:51:00,54.0,54.0,75.0,28.68,10.0,WSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678946,Source2,3,2019-12-24 23:48:13,2019-12-25 01:47:00,35.264706,-112.04953799999998,,,21.559999465942383,Right lane blocked due to accident on I-40 Westbound between Transwestern Rd and Cool Pines Rd.,I-40 W,Williams,Coconino,AZ,86046,US,US/Mountain,KCMR,2019-12-24 23:46:00,28.0,19.0,88.0,22.99,10.0,WSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1678947,Source2,2,2019-12-25 04:32:47,2019-12-25 05:02:34,33.622849,-111.927834,,,0.0,Accident on 71st St at Greenway Pkwy.,E Greenway Pkwy,Scottsdale,Maricopa,AZ,85254-2162,US,US/Mountain,KSDL,2019-12-25 04:53:00,49.0,49.0,90.0,28.25,10.0,SE,3.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-1678948,Source2,2,2019-12-25 07:30:49,2019-12-25 08:16:00,33.503201000000004,-112.043671,,,0.0,HOV lane blocked due to accident on AZ-51 Northbound at Highland Ave.,Piestewa Fwy S,Phoenix,Maricopa,AZ,85016,US,US/Mountain,KPHX,2019-12-25 07:51:00,50.0,50.0,86.0,28.74,10.0,CALM,0.0,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678949,Source2,2,2019-12-25 09:06:59,2019-12-25 10:54:30,33.287281,-111.859009,,,0.0,HOV lane blocked due to accident on AZ-202-LOOP Eastbound at Alma School Rd.,AZ-202 Loop W,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,2019-12-25 08:47:00,50.0,50.0,100.0,28.63,2.0,W,14.0,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678950,Source2,2,2019-12-25 09:44:51,2019-12-25 10:45:02,33.669086,-112.134659,,,0.0,Right lane blocked due to accident on AZ-101-LOOP Eastbound at 35th Ave.,AZ-101 Loop E,Glendale,Maricopa,AZ,85308,US,US/Mountain,KDVT,2019-12-25 09:46:00,47.0,45.0,93.0,28.36,6.0,WNW,5.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678951,Source2,2,2019-12-25 10:00:30,2019-12-25 10:30:10,33.667685999999996,-111.959686,,,0.0,Right lane blocked due to accident on AZ-101-LOOP Eastbound at 56th St.,AZ-101 Loop E,Phoenix,Maricopa,AZ,85054,US,US/Mountain,KSDL,2019-12-25 09:53:00,48.0,46.0,83.0,28.33,9.0,N,5.0,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678952,Source2,3,2019-12-25 10:13:13,2019-12-25 11:29:00,35.186138,-111.710182,,,4.619999885559082,Left lane blocked due to accident on I-40 Westbound from I-17 to Flagstaff Ranch Rd.,I-40 W,Flagstaff,Coconino,AZ,86001,US,US/Mountain,KFLG,2019-12-25 10:11:00,27.0,17.0,92.0,23.06,10.0,SW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1678953,Source2,3,2019-12-25 11:29:01,2019-12-25 13:13:42,33.434742,-112.037712,,,0.0,Left lane blocked due to accident on I-10 Westbound at Buckeye Rd.,I-10 E,Phoenix,Maricopa,AZ,85034,US,US/Mountain,KPHX,2019-12-25 11:51:00,50.0,50.0,89.0,28.76,10.0,ESE,10.0,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
